SWIFT CODE;ADDRESS;NAME;COUNTRY ISO2 CODE;COUNTRY NAME;IS HEADQUARTER
LBMAMTMTXXX;LOMBARD HOUSE 67 REPUBLIC STREET VALLETTA, VALLETTA, VLT 1117;LOMBARD BANK MALTA PLC;MT;MALTA;1
LCDELV22XXX;VALNU STREET 1  RIGA, RIGA, LV-1050;NASDAQ CSD SE;LV;LATVIA;1
LFIKLV21XXX;KR. BARONA STREET 20/22 - 5  REZEKNE, REZEKNE, LV-4601;AKCIJU SABIEDRIBA 'LATGALES FINANSU KOMPANIJA';LV;LATVIA;1
LIPNPLP1XXX;MICKIEWICZA 30A  LIPNO, POWIAT LIPNOWSKI, 87-600;BANK SPOLDZIELCZY W LIPNIE;PL;POLAND;1
LMARUYM1XXX;AV. 18 DE JULIO 1701  MONTEVIDEO, MONTEVIDEO, 11200;ALMAR S.A.;UY;URUGUAY;1
LPNSLV21XXX;LIDOSTA ZIEMELU IELA 10 RIGA, RIGA, LV-1053;STATE JOINT STOCK COMPANY LATVIJAS PASTS;LV;LATVIA;1
LUMIBGS1XXX;POSITANO STREET 9 ENTRANCE A SOFIA, SOFIA, 1000;BANK LEUMI ROMANIA-SOFIA BRANCH;BG;BULGARIA;1
MAEAMCM1XXX;3 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98003;BANQUE MARTIN MAUREL;MC;MONACO;1
MALTMTMTXXX;CASTILLE PLACE  VALLETTA, VALLETTA, VLT 1063;CENTRAL BANK OF MALTA;MT;MALTA;1
MBCBCLR1XXX;AV. PRESIDENTE RIESCO 5711, OF 602 EDIFICIO HUIDOBRO - SANTIAGO PROVINCIA DE SANTIAGO, 8320000;MBI CORREDORES DE BOLSA S.A.;CL;CHILE;1
MBWMMTMTXXX;FLOOR 1, THE CENTRE TIGNE POINT SLIEMA, SLIEMA, TPO 0001;MEDIRECT BANK (MALTA) PLC;MT;MALTA;1
MDMZPLP1XXX;UL. SMIALA 26  WARSZAWA, MAZOWIECKIE, 01-523;MERCURIUS DOM MAKLERSKI SP. Z.O.O.;PL;POLAND;1
MDOMPLP1XXX;MILLENNIUM PLAZA AL. JEROZOLIMSKIE 123 A WARSZAWA, MAZOWIECKIE, 02-017;MILLENNIUM DOM MAKLERSKI S.A.;PL;POLAND;1
MGFIMTM1XXX;MICAN COURT 1 J.F. KENNEDY SQUARE, GOZO VICTORIA, GOZO, VCT 2580;MICHAEL GRECH FINANCIAL INVESTMENT SERVICES LIMITED;MT;MALTA;1
MGRZPLP1XXX;UL.GRODZKA 3  PRZYSUCHA, POWIAT PRZYSUSKI, 26-400;BANK SPOLDZIELCZY W PRZYSUSZE;PL;POLAND;1
MHBFPLPWXXX;CROWN SQUARE PRZYOKOPOWA 31, FLOOR 9 WARSZAWA, MAZOWIECKIE, 01-208;DNB BANK POLSKA S.A.;PL;POLAND;1
MIFBALTRXXX;BLVD DESHMORET E KOMBIT 3  TIRANA, TIRANA, 1001;MINISTRY OF FINANCE OF ALBANIA;AL;ALBANIA;1
MLOBCLR1XXX;AV APOQUINDO 3500, FLOOR 9 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000;MERRILL LYNCH CORREDORES DE BOLSA S.A.;CL;CHILE;1
MMEBMTM10M2;  QORMI, QORMI;HSBC BANK MALTA P.L.C.;MT;MALTA;0
MMEBMTMTXXX;116 ARCHBISHOP STREET  VALLETTA, VALLETTA, VLT 1444;HSBC BANK MALTA P.L.C.;MT;MALTA;1
MMSEMCM1XXX;VILLA LA MADONE 11 BOULEVARD DES MOULINS MONACO, MONACO, 98000;ROTHSCHILD AND CO WEALTH MANAGEMENT MONACO;MC;MONACO;1
MNEXCLRMXXX;AV EL BOSQUE SUR 130, FLOOR 7 CONSORCIO, LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000;BANCO CONSORCIO;CL;CHILE;1
MSZCPLP1XXX;UL.WARSZAWSKA 5  MSZCZONOW, MAZOWIECKIE, 96-320;BANK SPOLDZIELCZY W MSZCZONOWIE;PL;POLAND;1
MULTLV2XXXX;MUITAS IELA 1  RIGA, RIGA, LV-1010;AS INDUSTRA BANK;LV;LATVIA;1
NACNUYMMXXX;JUAN CARLOS GOMEZ 1372  MONTEVIDEO, MONTEVIDEO, 11000;BANCO DE LA NACION ARGENTINA;UY;URUGUAY;1
NASBBGSFXXX;DYAKON IGNATIY STREET 1  SOFIA, SOFIA, 1000;BULGARIAN DEVELOPMENT BANK EAD;BG;BULGARIA;1
NBPLPLPDXXX;UL. SWIETOKRZYSKA 11/21  WARSZAWA, MAZOWIECKIE, 00-919;NARODOWY BANK POLSKI;PL;POLAND;1
NBPLPLPWBAN;  WARSZAWA, MAZOWIECKIE;NARODOWY BANK POLSKI;PL;POLAND;0
NBPLPLPWKIR;  WARSZAWA, MAZOWIECKIE;NARODOWY BANK POLSKI;PL;POLAND;0
NBPLPLPWXXX;SWIETOKRZYSKA 11-21  WARSZAWA, MAZOWIECKIE, 00-919;NARODOWY BANK POLSKI;PL;POLAND;1
NCBAALTXXXX;RRUGA E VILAVE, LUNDER 1  TIRANA, TIRANA, 1045;BANKA KOMBETARE TREGTARE SH.A.;AL;ALBANIA;1
NORDMCM1XXX;27 AVENUE DE LA COSTA  MONACO, MONACO, 98001;CREDIT DU NORD;MC;MONACO;1
NOSWPLP1XXX;RYNEK PULASKIEGO 2  NOWY STAW, POMORSKIE, 82-230;BANK SPOLDZIELCZY W NOWYM STAWIE;PL;POLAND;1
ODMSPLP1XXX;RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124;OPERA DOM MAKLERSKI SPOWKA Z OGRANICZONA ODPOWIEDZIALNOSCIA;PL;POLAND;1
OKBALV21XXX;E. BIRZNIEKA UPISHA STR. 12  RIGA, RIGA, LV-1050;OGRES KOMERCBANKA;LV;LATVIA;1
OSTRPLP1XXX;UL.KILINSKIEGO 42  OSTROLEKA, MAZOWIECKIE, 07-410;BANK SPOLDZIELCZY W BRODNICY;PL;POLAND;1
PAEXLV21XXX;REPUBLIKAS SQUARE 2A  RIGA, RIGA, LV-1522;CITADELE BANKA, AKCIJU SABIEDRIBA;LV;LATVIA;1
PAMBPLP1XXX;UL KROLEWSKA 27  WARSZAWA, MAZOWIECKIE, 00-060;POLISH-AMERICAN MORTGAGE BANK INC.;PL;POLAND;1
PARBPLPXXXX;UL. WRONIA 31  WARSZAWA, MAZOWIECKIE, 00-846;BNP PARIBAS SECURITIES POLAND;PL;POLAND;1
PARXLV22XXX;REPUBLIKAS LAUKUMS 2A  RIGA, RIGA, LV-1010;JSC CITADELE BANKA;LV;LATVIA;1
PBSTPLP1XXX;PL.KAZIMIERZA WLK. 7  INOWLODZ, LODZKIE, 97-215;POWIATOWY BANK SPOLDZIELCZY W TOMASZOWIE MAZOWIECKIM;PL;POLAND;1
PCCACLRMXXX;CERRO COLORADO 5240, FLOOR 8 TORRE DEL PARQUE II - SANTIAGO, PROVINCIA DE SANTIAGO, 7560995;COMBANC S.A.;CL;CHILE;1
PDKFMTM1XXX;ST. GEORGES ROAD  - ST. JULIAN'S ST. JULIAN'S, STJ 3208 ;PDK FINANCIAL SERVICES LIMITED;MT;MALTA;1
PKOPPLPWCUS;ZUBRA 1, FLOOR 9  WARSZAWA, MAZOWIECKIE, 01-066;BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA;PL;POLAND;0
PKOPPLPWKRA;JOSEPHA CONRADA STR 37  KRAKOW, MALOPOLSKIE, 31-357;BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA;PL;POLAND;0
PKOPPLPWXXX;ZUBRA 1  WARSZAWA, WARSZAWA, 01-066;BANK POLSKA KASA OPIEKI SA - BANK PEKAO SA;PL;POLAND;1
POCZPLP4XXX;JAGIELLONSKA 17  - BYDGOSZCZ KUJAWSKO-POMORSKIE, 85-959 ;POCZTOWY BANK SA;PL;POLAND;1
PODSPLP1XXX;UL. KOSCIUSZKI 22  SANOK, PODKARPACKIE, 38-500;PODKARPACKI BANK SPOLDZIELCZY;PL;POLAND;1
POLUPLPRXXX;UL. GRZYBOWSKA 81  WARSZAWA, MAZOWIECKIE, 00-844;BANK POLSKIEJ SPOLDZIELCZOSCI SPOLKA AKCYJNA;PL;POLAND;1
POPOPLP1XXX;UL. RAKOWIECKA 26  WARSZAWA, MAZOWIECKIE, 00-940;POCZTA POLSKA SPOLKA AKCYJNA;PL;POLAND;1
POROPLP1XXX;KRUCZA 5/11D  WARSZAWA, MAZOWIECKIE, 00-548;THE POLISH REGISTRY OF ALLOWANCES;PL;POLAND;1
POSDPLP1XXX;UL. RYNEK 6A  - KEDZIERZYN-KOZLE POWIAT KEDZIERZYNSKO-KOZIELSKI 47-200;POWIATOWY BANK SPOLDZIELCZY W KEDZIERZYNIE-KOZLU;PL;POLAND;1
POSOMCM1XXX;3 RUE PRINCESSE FLORESTINE  MONACO, MONACO, 98011;BANCA POPOLARE DI SONDRIO (SUISSE) SA;MC;MONACO;1
PPABPLPKXXX;KASPRZAKA STREET 2  WARSZAWA, MAZOWIECKIE, 01-211;BNP PARIBAS BANK POLSKA S.A.;PL;POLAND;1
PRBACLR1XXX;  ;BANCO DE LA PROVINCIA DE BUENOS AIRES;CL;CHILE;1
PRBAUYMMXXX;L A. DE HERRERA 1248 WORLD TRADE CENTER TORRE II, OF. 111 MONTEVIDEO, MONTEVIDEO, 13000;PROVINCIA CASA FINANCIERA;UY;URUGUAY;1
PRCBBGSFXXX;TODOR ALEXANDROV BLVD 26  SOFIA, SOFIA, 1303;PROCREDIT BANK (BULGARIA) EAD;BG;BULGARIA;1
PSATPLPWXXX;KONSTRUKTORSKA 12A  WARSZAWA, MAZOWIECKIE, 02-673;PROSERVICE FINTECO SP Z O.O.;PL;POLAND;1
PTFIPLP1XXX;UL GROJECKA 5  WARSZAWA, MAZOWIECKIE, 02-019;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;1
PUPPALTRXXX;TWIN TOWERS 1ST TOWER BLVD.DESHMORET E KOMBIT TIRANA, TIRANA, 1010;BANKA OTP ALBANIA SH.A.;AL;ALBANIA;1
PZUAPLP1XXX;AL. JANA PAWLA II 24  WARSZAWA, MAZOWIECKIE, 00-133;PZU ASSET MANAGEMET SA;PL;POLAND;1
RAFAUYM1XXX;18 DE JULIO 1883  MONTEVIDEO, MONTEVIDEO, 11200;REPUBLICA A.F.A.P. S.A.;UY;URUGUAY;1
RBTTAWAWXXX;ITALIESTRAAT 36  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ;RBC ROYAL BANK (ARUBA) N.V. (FORMERLY RBTT BANK ARUBA N.V.);AW;ARUBA;1
REBCCLR1XXX;  ;REDBANC S.A;CL;CHILE;1
RHBHPLPWXXX;PROSTA 18  WARSZAWA, MAZOWIECKIE, 00-850;MBANK HIPOTECZNY SA;PL;POLAND;1
RIBRLV22XXX;J. ALUNANA 2  RIGA, RIGA, LV-1010;REGIONALA INVESTICIJU BANKA;LV;LATVIA;1
RIFSMTM1XXX;FLOOR 3, AIRWAYS HOUSE HIGH STREET SLIEMA, SLIEMA, SLM 1549;RIZZO FARRUGIA AND CO.(STOCKBROKERS) LIMITED;MT;MALTA;1
RIKOLV2XXXX;SKANSTES STREET 12  RIGA, RIGA, LV-1013;LUMINOR BANK AS LATVIAN BRANCH;LV;LATVIA;1
RPLYCLRMXXX;  ;BANCO RIPLEY;CL;CHILE;1
RTMBLV2XXXX;VESETAS STREET 7  RIGA, RIGA, LV-1013;RIETUMU BANKA;LV;LATVIA;1
RTSXUYM1XXX;DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100;SISTEMA DE LIQUIDACION BRUTA EN TIEMPO REAL(LBTR);UY;URUGUAY;1
RZBBBGSFXXX;VITOSHA BLVD. 89B MILLENNIUM CENTER SOFIA, SOFIA, 1463;UNITED BULGARIAN BANK AD (FORMER KBC BANK BULGARIAEAD);BG;BULGARIA;1
SANMCLR1XXX;BANDERA 140, FLOOR 16 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000;SANTANDER INVESTMENT S.A. CORREDORES DE BOLSA;CL;CHILE;1
SBELPLP1XXX;UL.PILSUDSKIEGO 14  BELCHATOW, LODZKIE, 97-400;BANK SPOLDZIELCZY W BELCHATOWIE;PL;POLAND;1
SBLEPLP1XXX;ZACISZE 14/16  ELBLAG, WARMINSKO-MAZURSKIE, 82-300;BRANIEWSKO - PASLECKI BANK SPOLDZIELCZY Z SIEDZIBAW PASLEKU;PL;POLAND;1
SCCUPLP1XXX;FOCUS AL. ARMII LUDOWEJ 26 WARSZAWA, MAZOWIECKIE, 00-609;SANTANDER SECURITIES S.A.;PL;POLAND;1
SECTCLR1850;AVDA. AMERICO VESPUCIO SUR 100 OFICINA 102 LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000;SAMSUNG ELECTRONICS CHILE LIMITADA (LTDA);CL;CHILE;0
SECTCLR1XXX;AVDA. AMERICO VESPUCIO SUR 100 OFICINA 102 LAS CONDES - SANTIAGO PROVINCIA DE SANTIAGO, 8320000;SAMSUNG ELECTRONICS CHILE LIMITADA (LTDA);CL;CHILE;1
SECTLV21961;FLOOR 6 DUNTES IELA 6 RIGA, RIGA, LV-1013;SAMSUNG ELECTRONICS BALTICS;LV;LATVIA;0
SECTLV21XXX;FLOOR 6 DUNTES IELA 6 RIGA, RIGA, LV-1013;SAMSUNG ELECTRONICS BALTICS;LV;LATVIA;1
SECTPLP14D0;BUDYNEK UBC SZTURMOWA 442-742, 2A WARSZAWA, MAZOWIECKIE, 02-678;SAMSUNG ELECTRONICS POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA;PL;POLAND;0
SECTPLP14N1;UL. MICKIEWICZA 52  WRONKI, WIELKOPOLSKIE, 64-510;SAMSUNG ELECTRONICS POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA;PL;POLAND;0
SECTPLP1XXX;BUDYNEK UBC SZTURMOWA 442-742, 2A WARSZAWA, MAZOWIECKIE, 02-678;SAMSUNG ELECTRONICS POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA;PL;POLAND;1
SEFMLV21XXX;DZIRNAVU STREET 57A-4  RIGA, RIGA, LV-1010;SIA 'SEMFOPAY';LV;LATVIA;1
SESNPLP1XXX;MILLENIUM PLAZA SOWINSKIEGO 46 KATOWICE, SLASKIE, 40-018;SECUS ASSET MANAGEMENT SA;PL;POLAND;1
SEUAMCM1XXX;ATHOS PALACE 2 RUE DE LA LUJERNETTA MONACO, MONACO, 98000;SECURITAS;MC;MONACO;1
SGBTMCMCXXX;IMMEUBLE LE REGINA 13-15 BOULEVARD DES MOULINS MONACO, MONACO, 98000;SOCIETE GENERALE PRIVATE BANKING (MONACO);MC;MONACO;1
SGSBALTXXXX;RR 'DESHMORET E 4 SHKURTIT' 6  TIRANA, TIRANA, 1010;RAIFFEISEN BANK SH.A.;AL;ALBANIA;1
SGTMMCM1XXX;13-15 BOULEVARD DES MOULINS  MONACO, MONACO, 98000;SOCIETE GENERALE PRIVATE BANKING (MONACO);MC;MONACO;1
SHQHALT1XXX;POSTAVE DREJTORIA E PERGJITHSHME E RR.'RESHIT COLLAKU' 4 TIRANA, TIRANA, 1005;POSTA SHQIPTARE SH.A.;AL;ALBANIA;1
SKARPLP1XXX;UL.ZEROMSKIEGO 7A  SKARYSZEW, MAZOWIECKIE, 26-640;BANK SPOLDZIELCZY W SKARYSZEWIE;PL;POLAND;1
SLIPPLP1XXX;SANDOMIERSKA 8  LIPSKO, MAZOWIECKIE, 27-300;BANK SPOLDZIELCZY W LIPSKU;PL;POLAND;1
SMCTMCM1P02;41 BD DES MOULINS  MONACO, MONACO, 98000;SOCIETE MARSEILLAISE DE CREDIT;MC;MONACO;0
SMCTMCM1P04;24 AV DE FONTVIEILLE  MONACO, MONACO, 98000;SOCIETE MARSEILLAISE DE CREDIT;MC;MONACO;0
SMCTMCM1XXX;45 RUE GRIMALDI  MONACO, MONACO, 98000;SOCIETE MARSEILLAISE DE CREDIT;MC;MONACO;1
SOGEMCM1XXX;PALAIS DE LA SCALA 16 AVENUE DE LA COSTA MONACO, MONACO, 98007;SOCIETE GENERALE MONTE CARLO (MONACO);MC;MONACO;1
SOGEPLPWXXX;BUILDING B STUDIO OFFICE COMPLEX LUCKA STREET 9 WARSZAWA, MAZOWIECKIE, 00-842;SOCIETE GENERALE SPOLKA AKCYJNA ODDZIAL W POLSCE;PL;POLAND;1
SOMBBGSFXXX;VRABCHA STREET 6  SOFIA, SOFIA, 1000;MUNICIPAL BANK AD;BG;BULGARIA;1
SOPBPLP1XXX;UL.PULASKIEGO 8  PABIANICE, LODZKIE, 95-200;BANK SPOLDZIELCZY TOWARZYSTWO OSZCZEDNOSCIOWO POZYCZKOWE PA CO BANK W PABIANICACH;PL;POLAND;1
SPBNPLP1XXX;KOSCIUSZKI 2A  BRANSK, PODLASKIE, 17-120;BANK SPOLDZIELCZY W BRANSKU;PL;POLAND;1
SPBOPLP1XXX;KAMIONKA 27  - BRODNICA KUJAWSKO-POMORSKIE, 87-300 ;BANK SPOLDZIELCZY W BRODNICY;PL;POLAND;1
SPCEPLP1XXX;UL. DR ZIELINSKIEGO 4  CZERSK, POMORSKIE, 89-650;BANK SPOWDZIELCZY W CZERSKU;PL;POLAND;1
SPCYPLP1XXX;CHYNOW 55 A  CHYNOW, POWIAT GROJECKI, 05-650;BANK SPOLDZIELCZY W CHYNOWIE;PL;POLAND;1
SPDDPLP1XXX;KURPIOWSKA 10  KADZIDLO, POWIAT OSTROLECKI, 07-420;BANK SPOLDZIELCZY W KADZIDLE;PL;POLAND;1
SPERPLP1XXX;MOSTOWA 31  PRZEDBORZ, LODZKIE, 97-570;BANK SPOLDZIELCZY W PRZEDBORZU;PL;POLAND;1
SPGBPLP1XXX;DOBRZYKOWSKA 1  GABIN, MAZOWIECKIE, 09-530;BANK SPOLDZIELCZY W GABINIE;PL;POLAND;1
SPGIPLP1XXX;UL.PLOCKA 14  GLINOJECK, MAZOWIECKIE, 06-450;BANK SPOLDZIELCZY W GLINOJECKU;PL;POLAND;1
SPHLPLP1XXX;PILSUDSKIEGO 36  HALINOW, MAZOWIECKIE, 05-074;BANK SPOLDZIELCZY W HALINOWIE;PL;POLAND;1
SPILPLP1XXX;UL. PLOCKA 4  ILOW, MAZOWIECKIE, 01-231;BANK SPOLDZIELCZY W ILOWIE;PL;POLAND;1
SPJEPLP1XXX;WARECKA  JEDLINSK, SLASKIE, 26-660;POLUDNIOWO-MAZOWIECKI BS W JEDLINSKU;PL;POLAND;1
SPMLPLP1XXX;MARCA 17, 32  MALBORK, POMORSKIE, 82-200;BANK SPOLDZIELCZY W MALBORKU;PL;POLAND;1
SPMPPLP1XXX;UL.WARMINSKA 12  PLOCK, MAZOWIECKIE, 09-408;BANK SPOLDZIELCZY MAZOWSZE W PLOCKU;PL;POLAND;1
SPNIPLP1XXX;UL.KOSCIUSZKI 19  NASIELSK, MAZOWIECKIE, 05-190;BANK SPOLDZIELCZY W NASIELSKU;PL;POLAND;1
SPOPPLP1XXX;PL.KOSCIUSZKI 3  OPOCZNO, LODZKIE, 26-300;BANK SPOLDZIELCZY W OPOCZNIE;PL;POLAND;1
SPPUPLP1XXX;KOSCIUSZKI 1  PULTUSK, MAZOWIECKIE, 06-100;BANK SPOLDZIELCZY W PULTUSKU;PL;POLAND;1
SPTOPLP1XXX;UL. SOKOLA 12  TARNOBRZEG, TARNOBRZEG, 39-400;BANK SPOLDZIELCZY W TARNOBRZEGU;PL;POLAND;1
SPWCPLP1XXX;BANKOWA 1  GLOWACZOW, MAZOWIECKIE, 26-903;BANK SPOLDZIELCZY W GLOWACZOWIE;PL;POLAND;1
SPWSPLP1XXX;STRAZACKA 1  WISKITKI, MAZOWIECKIE, 96-315;BANK SPOLDZIELCZY W WISKITKACH;PL;POLAND;1
SPYYPLP1XXX;PLAC WOLNOSCI 56  - MYSZYNIEC POWIAT OSTROLECKI, 07-430 ;KURPIOWSKI BANK SPOLDZIELCZY W MYSZYNCU;PL;POLAND;1
SPZKPLP1XXX;UL. DUNAJEWSKIEGO 7  KRAKOW, MALOPOLSKIE, 31-133;BANK SPOLDZIELCZY RZEMIOSLA W KRAKOWIE;PL;POLAND;1
SPZOPLP1XXX;ALEJA JANA PAWLA II 25  ZWOLEN, MAZOWIECKIE, 26-700;BANK SPOLDZIELCZY W ZWOLENIU;PL;POLAND;1
SPZUPLP1XXX;PLAC WOLNOSCI 3  ZUROMIN, MAZOWIECKIE, 09-300;BANK SPOLDZIELCZY W ZUROMINIE;PL;POLAND;1
SSTYPLP1XXX;WARSZAWSKA 29  STRYKOW, POWIAT ZGIERSKI, 95-010;BANK SPOLDZIELCZY W STRYKOWIE;PL;POLAND;1
STANALTRXXX;SHESHI SKONDERBEJ 1  TIRANA, TIRANA, 1001;BANK OF ALBANIA;AL;ALBANIA;1
STIIPLP1XXX;BIALA 24  STARA BIALA, MAZOWIECKIE, 09-411;BANK SPOLDZIELCZY W STAREJ BIALEJ;PL;POLAND;1
STSABGSFXXX;MOSKOVSKA STREET 19  SOFIA, SOFIA, 1040;DSK BANK (FORMERLY STATE SAVINGS BANK);BG;BULGARIA;1
STSFBGS1XXX;CHERVENA STENA STR 1 FLOOR 2 OFFICE B-2, LOZENEC DISTRICT SOFIA, SOFIA, 1421;BULBROKERS;BG;BULGARIA;1
SURIUYMMXXX;RINCON 530  MONTEVIDEO, MONTEVIDEO, 11000;BANQUE HERITAGE (URUGUAY) S.A.;UY;URUGUAY;1
SUSRPLP1XXX;CENTRUM JASNA JASNA 14/16A WARSZAWA, MAZOWIECKIE, 00-041;SUPREMA SECURITIES S.A.;PL;POLAND;1
SZLLPLP1XXX;M.KONOPNICKIEJ 12  LECZYCA, LODZKIE, 99-100;BANK SPOLDZIELCZY ZIEMI LECZYCKIEJ W LECZYCY;PL;POLAND;1
SZTUPLP1XXX;U.L. CYBERNETYKI 7  WARSZAWA, MAZOWIECKIE, 02-677;VIENNA LIFE TOWARZYSTWO UBEZPIECZEN NA ZYCIE S.A. VIENNA INSURANCE GROUP;PL;POLAND;1
TBDMPLP1XXX;OGRODOWA STREET, CITY GATE 58, A FLOOR 12 WARSZAWA, MAZOWIECKIE, 00-786;X-TRADE BROKERS DOM MAKLERSKI SPOWKA AKCYJNA;PL;POLAND;1
TCZBBGSFXXX;TSAR SAMUIL STR. 87  SOFIA, SOFIA, 1000;T.C. ZIRAAT BANKASI - SOFIA BRANCH;BG;BULGARIA;1
TEGECLR1XXX;  ;TESORERIA GENERAL DE LA REPUBLICA;CL;CHILE;1
TEXIBGSFXXX;TODOR ALEXANDROV BLVD 117  SOFIA, SOFIA, 1303;TEXIM BANK AD;BG;BULGARIA;1
TGBAMTMTXXX;STRAND TOWERS 36 THE STRAND SLIEMA, SLIEMA, SLM 1022;GARANTI BANK, MALTA BRANCH;MT;MALTA;1
TGENUYM1XXX;COLONIA 1089  MONTEVIDEO, MONTEVIDEO, 11100;MINISTERIO DE ECONOMIA Y FINANZAS;UY;URUGUAY;1
TIRBALTRXXX;IBRAHIM RUGOVA STR  TIRANA, TIRANA, 1019;TIRANA BANK;AL;ALBANIA;1
TPFSUYM1XXX;RUTA 8 17500 EDIFICIO 1, OFICINA 007, ZONAMERICA MONTEVIDEO, MONTEVIDEO, 91600;TPCG FINANCIAL SERVICES AGENTE DE VALORES S.A.;UY;URUGUAY;1
TRELLV22XXX;SMILSU STREET 1  RIGA, RIGA, LV-1919;TREASURY OF THE REPUBLIC OF LATVIA, THE;LV;LATVIA;1
TROBCLR1XXX;AV APOQUINDO 3721, FLOOR 16 TORRE LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000;CREDICORP CAPITAL ASSET MANAGEMENT S.A.ADMINISTRADORA GENERAL DE FONDO;CL;CHILE;1
UAFAUYM1XXX;SAN JOSE 1104  MONTEVIDEO, MONTEVIDEO, 11100;UNION-CAPITAL A.F.A.P.S.A.;UY;URUGUAY;1
UBBSBGSFXXX;VITOSHA BLVD 89B MILLENNIUM CENTER SOFIA, SOFIA, 1463;UNITED BULGARIAN BANK AD;BG;BULGARIA;1
UBSWMCMXXXX;BRETAGNE 2 AVENUE DE GRANDE MONACO, MONACO, 98007;UBS (MONACO) S.A.;MC;MONACO;1
UNALALTRXXX;FLOOR 13 BULVARDI ZOGU I, KATESH PERBALLE STACIONIT TE TRENIT TIRANA, TIRANA, 1016;UNION BANK SH.A.;AL;ALBANIA;1
UNCRBGSF031;MARIA LOUISA BLVD 2  SOFIA, SOFIA, 1558;UNICREDIT BULBANK AD;BG;BULGARIA;0
UNCRBGSF081;  ;UNICREDIT BULBANK AD;BG;BULGARIA;0
UNCRBGSF426;MAKEDONIJA STREET 41  SOFIA, SOFIA, 1000;UNICREDIT BULBANK AD;BG;BULGARIA;0
UNCRBGSF720;VAZRAZHDANE BOULEVRD 37  PLOVDIV, PLOVDIV, 4018;UNICREDIT BULBANK AD;BG;BULGARIA;0
UNCRBGSF733;DR. PUSKIULEV STREET 1  VARNA, VARNA, 9000;UNICREDIT BULBANK AD;BG;BULGARIA;0
UNCRBGSFXXX;SVETA NEDELYA SQUARE 7  SOFIA, SOFIA, 1000;UNICREDIT BULBANK AD;BG;BULGARIA;1
UNLALV2XXXX;SEB FINANCE CENTER MEISTARU 1, VALDLAUCI, KEKAVAS PAG RIGA, RIGA, LV-1076;SEB BANKA;LV;LATVIA;1
UPSAPLP1XXX;WARSAW FINANCIAL CENTER EMILII PLATER 53 WARSZAWA, MAZOWIECKIE, 00-113;PEKAO INVESTMENT BANKING S.A.;PL;POLAND;1
USALALTRXXX;RRUGA ISMAIL QEMALI 27  TIRANA, TIRANA, 1001;INTESA SANPAOLO BANK ALBANIA SH.A.;AL;ALBANIA;1
USINPLP1XXX;UL. CHORZOWSKA 50  KATOWICE, SLASKIE, 40-121;ARCELORMITTAL POLAND SPOLKA AKCYJNA;PL;POLAND;1
VAFMMTM1XXX;FLOOR 6, THE MALL  FLORIANA, IL-FURJANA, FRN 1470;BOV ASSET MANAGEMENT LIMITED;MT;MALTA;1
VALLMTMTXXX;BOV CENTRE TRIQ IL-KANUN,, ZONE 4 CENTRAL BUSINESS DISTRICT - SANTA VENERA, SANTA VENERA, CBD 4060;BANK OF VALLETTA P.L.C.;MT;MALTA;1
VARLUYM1XXX;MISIONES 1428  MONTEVIDEO, MONTEVIDEO, 11000;VARLIX S.A.;UY;URUGUAY;1
VENUMCMCXXX;VILLA BIJOU 19 AVENUE DE LA COSTA MONACO, MONACO, 98000;VENUS MANAGEMENT COMPANY S.A.M.;MC;MONACO;1
VOCBMTMTXXX;FLOOR 2, THE EMPORIUM C DE BROCKTORFF STREET MSIDA, MSIDA, MSD 1421;NOVUM BANK LTD;MT;MALTA;1
VOWAPLP1XXX;RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124;VOLKSWAGEN BANK GMBH SP.Z O.O. ODDZIAL W POLSCE;PL;POLAND;1
WASWPLP1XXX;ZASTAWSKA 8  WASEWO, MAZOWIECKIE, 07-311;BANK SPOLDZIELCZY W WASEWIE;PL;POLAND;1
WBKPPLPPCBM;PLAC WOLNOSCI 15  POZNAN, WIELKOPOLSKIE, 60-967;SANTANDER BANK POLSKA S.A. (FORMERLY BANK ZACHODNI WBK S.A.);PL;POLAND;0
WBKPPLPPXXX;AL. JANA PAWLA II 17  WARSZAWA, MAZOWIECKIE, 00-854;SANTANDER BANK POLSKA S.A. (FORMERLY BANK ZACHODNI WBK S.A.);PL;POLAND;1
